Timestamp,How old are you?,What best describes your job?,What is your primary (used most) programming language?,What other languages are you proficient in?,Which is your favorite language ?,Do you intend to learn any of the following languages within the next 12 months?,What is your primary (most used) Operating System?,What other Operating Systems do you use?,What Operating Systems do you use the terminal on? ,How many years experience do you have with the terminal?,What do you use the terminal for?,What percentage of a typical workday do you spend actively working in the terminal?,What percentage of a typical workday do you have a terminal *open*?,What percentage of a typical workday do you spend actively working in a web browser?,What percentage of a typical workday do you spend with a web browser open?,Do you use the terminal outside of paid work?,How do you feel about color in the terminal in general?,Have you customized your terminal's color theme?,How would you describe your color theme?,Is your terminal background transparent (desktop shows through) in any way?,Have you customized your terminal prompt?,Which terminal emulator(s) do you use?,How comfortable are you using a CLI (Command Line Interface)?,How comfortable are you using a TUI (Text User Interface)? i.e. a terminal based application that occupies the full extents of the window with functionality beyond the prompt.,Have you ever installed software in the terminal?,Have you ever written a CLI app?,Do you anticipate needing to write a CLI app in the next 12 months?,Have you ever written a TUI app?,Do you anticipate writing a TUI in the next 12 months?,How do you feel about TUI apps?,Have you used a TUI version of any of the following?,"If a fully featured TUI version of these existed, would you consider using it over a desktop or web application?",Have you experienced any problems using the terminal?,
29/03/2022 13:59,48,Video conferencing engineer (backend),Kotlin,"C, C++, Java, Perl",Kotlin,,MacOS,"Linux, Windows","Linux, MacOS, Windows",32,"Editing code, Administering remote servers (ssh), Email",25,100,25,100,Yes,5,No,"Light backround, dark text",No,Yes,"Terminal.app, Cygwin",5,5,Yes,Yes,Yes,No,No,5,"Activity monitor / task manager, Bitorrent client, Code editor, Email client, Games",,,
29/03/2022 13:59,38,Data scientist,Python,"C, C++, C#, Perl, Fortran",Python,,MacOS,Linux,"Linux, MacOS",20,"Editing code, Administering remote servers (ssh)",1,8,3,6,Yes,5,Yes,"Dark background, light text",No,Yes,"Linux console, iTerm2, xterm",5,5,Yes,No,No,No,No,1,,,No,
29/03/2022 14:02,32,Web developer (back-end),C#,"Go, Javascript, Typescript",C#,,Windows,"Linux, iPadOS","Linux, Windows",20,"Software development, Administering remote servers (ssh), Data processing",20,100,20,100,Yes,5,No,"Dark background, light text",No,Yes,"Windows Console, Windows Terminal, Blink Shell & Code Editor for iPad",5,5,Yes,Yes,Yes,Yes,No,5,"Activity monitor / task manager, Code editor, Configuration editor, Dashboards (data visualisation), File manager, File viewer (syntax highlighted code)",,,
29/03/2022 14:03,42,CTO,Python,"Java, Javascript",Python,Rust,Linux,Linux,Linux,14,"Software development, Administering remote servers (ssh), Data processing",40,100,40,50,Yes,4,Yes,"Dark background, light text",No,,"GNOME Terminal, Terminator",5,4,Yes,Yes,Yes,No,Yes,4,"Activity monitor / task manager, Dashboards (data visualisation), File manager, Version control (e.g. git)","API development / testing, Calendar, Spreadsheet",Nothing,
29/03/2022 14:03,75,Retired Web Developer (full-stack),PHP,"C, C++, Java, Javascript, Perl",Python,Kotlin,Linux,Windows,Linux,35,"Administering remote servers (ssh), Administering personal computer",10,100,50,100,Yes,3,Yes,"Dark background, light text",No,Yes,"Konsole, Various",5,5,Yes,Yes,No,Yes,No,3,"Activity monitor / task manager, API development / testing, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Database query interface, Email client, File manager, File viewer (syntax highlighted code), Games, Note keeping, Spreadsheet, Version control (e.g. git)","Configuration editor, Database administration, Database query interface, Distraction free writing, Email client, File manager, Version control (e.g. git)",Ha ha,
29/03/2022 14:03,29,Material engineer,Python,,Python,,Linux,,Linux,5,"Editing code, Administering remote servers (ssh), Data processing",33,90,20,90,Yes,4,No,"Dark background, light text",No,No,Mate-terminal,4,1,Yes,Yes,Yes,No,No,3,"Activity monitor / task manager, Calculator (basic /scientific), Code editor, Configuration editor, Distraction free writing, File manager, File viewer (syntax highlighted code), Games, Note keeping, Version control (e.g. git)",,man pages are often overly technical and looking the right command up using --help or the internet is usually faster.,
29/03/2022 14:04,47,DevOps,Puppet,"Python, Ruby, PHP",Ruby,Go,Linux,,Linux,35,"Editing code, Administering remote servers (ssh)",30,100,50,100,Yes,4,No,"Dark background, light text",No,Yes,"GNOME Terminal, Linux console, xterm",5,5,Yes,Yes,Yes,No,No,4,"Code editor, Configuration editor",,"Incorrectly handling window resize, and incorrect termination screwing up the terminal settings so I can't scroll",
29/03/2022 14:05,39,Web developer (full-stack),Python,"Javascript, Perl",Python,"Rust, Typescript",Linux,,Linux,20,"Software development, Administering remote servers (ssh)",15,95,50,100,Yes,5,No,"Dark background, light text",No,No,"GNOME Terminal, xfce-terminal, xterm",5,5,Yes,Yes,Yes,Yes,Yes,5,"Activity monitor / task manager, Chat / Messaging, Code editor, Configuration editor, Data entry / forms, Email client, Games, ToDo List, Note keeping, Project management / Kanban","Activity monitor / task manager, API development / testing, Calendar, Calculator (basic /scientific), Chat / Messaging, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, File manager, ToDo List, Note keeping, Project management / Kanban, Version control (e.g. git)","TUIs often have a steeper learning curve than a GUI, due to keyboard shortcuts over OS-defined consistency.",
29/03/2022 14:05,25,Student,Python,"Matlab, Python, R",Python,"C, Javascript, Rust",MacOS,"Linux, Windows","Linux, MacOS",3,"Software development, Administering remote servers (ssh), Data processing",5,90,0,100,Yes,5,Yes,"Dark background, light text",No,Yes,iTerm2,5,3,Yes,Yes,Yes,No,No,4,"Activity monitor / task manager, Code editor, Configuration editor, Dashboards (data visualisation), Version control (e.g. git)","Activity monitor / task manager, API development / testing, Calendar, Configuration editor, Dashboards (data visualisation), Email client",No,
29/03/2022 14:06,53,Web developer (back-end),PHP,"C, C++, C#, Javascript, Perl",C#,Rust,Windows,"Linux, MacOS",Linux,37,"Editing code, Software development, Administering remote servers (ssh), Data processing",30,100,20,100,Yes,5,Yes,"Dark background, light text",No,Yes,putty,5,4,Yes,Yes,Yes,No,No,3,"Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Database query interface, Data entry / forms, File manager, Games",,No,
29/03/2022 14:06,33,Researcher,Python,,,,Linux,,Linux,14,"Editing code, Software development, Administering remote servers (ssh), Data processing",75,100,5,100,Yes,4,Yes,"Dark background, light text",No,Yes,"GNOME Terminal, MATE Terminal",4,4,Yes,No,No,No,No,3,Activity monitor / task manager,Activity monitor / task manager,,
29/03/2022 14:06,35,Web developer (back-end),Python,"C, C++, C#, Go, Java, PHP",Go,,Linux,Windows,"Linux, Windows",28,"Editing code, Software development, Administering remote servers (ssh), Data processing",25,95,40,100,Yes,5,Yes,"Dark background, light text",No,Yes,"GNOME Terminal, Windows Terminal",5,5,Yes,Yes,Yes,No,No,5,"Activity monitor / task manager, Chat / Messaging, Code editor, Configuration editor, Database administration, Database query interface, Email client, File viewer (syntax highlighted code), Games","Activity monitor / task manager, API development / testing, Calendar, Chat / Messaging, Code editor, Configuration editor, Database administration, Database query interface, Email client, File viewer (syntax highlighted code), Project management / Kanban, Version control (e.g. git)",No,
29/03/2022 14:07,30,DevOps,Python,"Javascript, Typescript",Python,,Linux,Windows,"Linux, Windows",15,"Editing code, Software development, Administering remote servers (ssh), music",40,100,40,100,Yes,4,No,"Dark background, light text",No,Yes,"Kitty, Konsole, Windows Terminal",5,4,Yes,Yes,Yes,Yes,Yes,5,"Activity monitor / task manager, Code editor, Configuration editor, ToDo List, Note keeping","Activity monitor / task manager, API development / testing, Calculator (basic /scientific), Chat / Messaging, Database administration, Dashboards (data visualisation), Database query interface, Distraction free writing, Email client, ToDo List, Project management / Kanban, Version control (e.g. git)",,
29/03/2022 14:09,44,Software Engineering Manager,Python,SQL,Python,"Javascript, Rust",Windows,"Linux, MacOS","Linux, MacOS, Windows",5,"Editing code, Administering remote servers (ssh)",10,25,50,100,Yes,4,Yes,"Dark background, light text",No,Yes,"iTerm2, Terminal.app, Windows Console, Windows Terminal",5,3,Yes,Yes,Yes,No,Yes,4,"Activity monitor / task manager, Database administration, Version control (e.g. git)","Activity monitor / task manager, Calendar, Chat / Messaging, Database administration, Dashboards (data visualisation), Data entry / forms, Distraction free writing, Note keeping, Project management / Kanban, Version control (e.g. git)",Customizations to terminal prompt,
29/03/2022 14:12,31,software engineer,Go,"C, Python, Rust",Go,,Linux,Windows,Linux,19,"Editing code, Software development, Administering remote servers (ssh)",80,100,10,100,Yes,1,Yes,"Light backround, dark text",No,Yes,tilix,5,4,Yes,Yes,Yes,Yes,No,3,"Activity monitor / task manager, Chat / Messaging, Code editor, Email client, Games","Activity monitor / task manager, API development / testing, Calendar, Chat / Messaging, Code editor, Dashboards (data visualisation), Database query interface, Distraction free writing, Email client, Games, ToDo List, Note keeping, Project management / Kanban, Spreadsheet",Locale issues can be annoying until debugged.,
29/03/2022 14:12,44,Security analyst,Powershell,"C#, Java, Javascript, Python",Powershell,,Windows,"Linux, MacOS","Linux, MacOS, Windows",35,"Editing code, Software development, Administering remote servers (ssh)",30,65,70,99,Yes,5,Yes,"Dark background, light text",No,Yes,"iTerm2, Windows Terminal, Yakuake",5,5,Yes,Yes,No,No,No,4,"Activity monitor / task manager, Bitorrent client, Calendar, Email client, File manager","Configuration editor, File viewer (syntax highlighted code), Version control (e.g. git)",,
29/03/2022 14:13,30,DevOps,Python,"C, C++, Java, Kotlin, Matlab, Python, Typescript",Python,"Go, Julia, Rust",Linux,"Linux, MacOS, Windows","Linux, MacOS, Windows",12,"Editing code, Software development, Administering remote servers (ssh), Data processing",50,100,30,100,Yes,4,Yes,"Dark background, light text",Yes,Yes,"Alacritty, GNOME Terminal, Guake, iTerm2, Terminator, xterm, Yakuake",5,5,Yes,Yes,Yes,Yes,Yes,5,"Activity monitor / task manager, API development / testing, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, Distraction free writing, File manager, File viewer (syntax highlighted code), Games, ToDo List, Note keeping, Project management / Kanban, Version control (e.g. git)","Activity monitor / task manager, API development / testing, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Jupyter editor, Jupyter viewer, Games, ToDo List, Note keeping, Project management / Kanban, Spreadsheet, Version control (e.g. git)",No seamless (automatically instrumented?) mouse integration,
29/03/2022 14:16,33,System administrator,Bash / shell scripting,"Perl, Python",Bash / shell scripting,,Linux,Linux,Linux,5,"Editing code, Administering remote servers (ssh), Data processing, General Tex editing for blog posts.",70,100,70,100,Yes,4,No,"Dark background, light text",No,No,"GNOME Terminal, Linux console, xfce-terminal, Tmux",5,5,Yes,Yes,Yes,Yes,Yes,4,"Activity monitor / task manager, API development / testing, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Note keeping, Version control (e.g. git)","Activity monitor / task manager, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Games, ToDo List, Note keeping, Project management / Kanban, Spreadsheet, Version control (e.g. git)","Poor handling of terminal width, breaking text or ""graphical"" flow of the tui. ",
29/03/2022 14:17,49,System administrator,Bourne shell,"C, Perl, Python",Perl,,Windows,NetBSD,"Linux, MacOS, Windows, unices",30,"Editing code, Software development, Administering remote servers (ssh)",25,100,25,100,Yes,5,No,"Light backround, dark text",No,Yes,"iTerm2, xterm, putty",5,5,Yes,Yes,Yes,No,No,3,"Activity monitor / task manager, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Database administration, Data entry / forms, Email client, File manager, File viewer (syntax highlighted code), Games, Note keeping, Version control (e.g. git)",Version control (e.g. git),Utf8 support can still be problematic. Wordwrap can sometimes be unpredictable,
29/03/2022 14:18,41,Data tools developer,Python,"Javascript, SQL",Python,Rust,MacOS,Linux,"Linux, MacOS",20,"Editing code, Software development, Administering remote servers (ssh), Data processing",25,100,50,100,Yes,4,Yes,"Dark background, light text",No,Yes,Terminal.app,5,3,Yes,Yes,Yes,No,Yes,3,"Activity monitor / task manager, Code editor, Database query interface",Games,Yes - quitting vim,
29/03/2022 14:18,50,System administrator,bash,,,,MacOS,Linux,MacOS,33,"Editing code, Administering remote servers (ssh)",15,100,15,100,Yes,2,No,"Light backround, dark text",No,Yes,Terminal.app,5,5,Yes,Yes,No,No,No,3,"Activity monitor / task manager, Bitorrent client, Code editor, File manager, Games",Games,Yes,
29/03/2022 14:20,43,staff-level systems engineer,C,"C++, Java, Python, ARM and x86 assembly",C,Rust,Linux,MacOS,"Linux, MacOS",35,"Editing code, Software development, Administering remote servers (ssh), fun and profit",100,100,0,100,Yes,5,Yes,"Dark background, light text",No,No,"Linux console, Terminal.app, xfce-terminal, xterm, lxterminal",5,4,Yes,Yes,Yes,No,No,3,"Activity monitor / task manager, API development / testing, Bitorrent client, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Email client, File manager, File viewer (syntax highlighted code)","Activity monitor / task manager, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Email client, Version control (e.g. git)","I mean, probably too many to count",
29/03/2022 14:27,39,Learning Technology Specialist ,Java,"C, C++, Python, Ruby, PHP",Java,"C#, Go, Kotlin, Rust, Swift",MacOS,"Linux, MacOS, Windows","Linux, MacOS, Windows",20,"Editing code, Software development, Administering remote servers (ssh), Data processing",5,5,90,100,Yes,4,Yes,"Light backround, dark text",No,Yes,Terminal.app,5,5,Yes,Yes,Yes,Yes,No,3,"Dashboards (data visualisation), Note keeping",,No,
